"year","state","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_poll"
2000,"California","democrat","Al Gore",2000-02-25,37,256,TRUE,49.1209861785714
2000,"California","democrat","Al Gore",2000-02-27,36,254,TRUE,49.11702895
2000,"California","democrat","Al Gore",2000-05-09,26,182,TRUE,48.9008714722222
2000,"California","democrat","Al Gore",2000-06-14,21,146,TRUE,46.53774325
2000,"California","democrat","Al Gore",2000-06-18,20,142,TRUE,45.9655151428571
2000,"California","democrat","Al Gore",2000-06-25,19,135,TRUE,42.9976666470588
2000,"California","democrat","Al Gore",2000-07-12,17,118,TRUE,42.449382375
2000,"California","democrat","Al Gore",2000-07-20,16,110,TRUE,41.6737419285714
2000,"California","democrat","Al Gore",2000-08-03,14,96,TRUE,42.8833487142857
2000,"California","democrat","Al Gore",2000-08-10,13,89,TRUE,41.936008
2000,"California","democrat","Al Gore",2000-08-22,11,77,FALSE,44.0306036666667
2000,"California","democrat","Al Gore",2000-08-25,11,74,FALSE,43.8606963125
2000,"California","democrat","Al Gore",2000-09-10,8,58,FALSE,45.851951625
2000,"California","democrat","Al Gore",2000-09-11,8,57,FALSE,45.976835
2000,"California","democrat","Al Gore",2000-09-20,7,48,FALSE,47.6772617222222
2000,"California","democrat","Al Gore",2000-10-08,4,30,FALSE,47.4672747
2000,"California","democrat","Al Gore",2000-10-18,3,20,FALSE,46.4928354
2000,"California","democrat","Al Gore",2000-10-23,2,15,FALSE,46.6214882857143
2000,"California","democrat","Al Gore",2000-10-30,1,8,FALSE,46.230666
2000,"California","democrat","Al Gore",2000-10-31,1,7,FALSE,46.165362
2000,"California","democrat","Al Gore",2000-11-01,1,6,FALSE,45.872215
2000,"California","democrat","Al Gore",2000-11-02,1,5,FALSE,45.908145
2000,"California","democrat","Al Gore",2000-11-03,1,4,FALSE,46.374136
2000,"California","democrat","Al Gore",2000-11-04,0,3,FALSE,46.768188
2000,"California","democrat","Al Gore",2000-11-05,0,2,FALSE,46.410927
2000,"California","democrat","Al Gore",2000-11-06,0,1,FALSE,46.403632
2000,"California","republican","George W. Bush",2000-02-25,37,256,TRUE,43.1252465
2000,"California","republican","George W. Bush",2000-02-27,36,254,TRUE,43.1325799
2000,"California","republican","George W. Bush",2000-05-09,26,182,TRUE,41.7650643611111
2000,"California","republican","George W. Bush",2000-06-14,21,146,TRUE,41.7129635
2000,"California","republican","George W. Bush",2000-06-18,20,142,TRUE,40.5892095714286
2000,"California","republican","George W. Bush",2000-06-25,19,135,TRUE,36.4873012941176
2000,"California","republican","George W. Bush",2000-07-12,17,118,TRUE,36.545686375
2000,"California","republican","George W. Bush",2000-07-20,16,110,TRUE,36.4012132142857
2000,"California","republican","George W. Bush",2000-08-03,14,96,FALSE,36.1941635714286
2000,"California","republican","George W. Bush",2000-08-10,13,89,FALSE,37.3856503333333
2000,"California","republican","George W. Bush",2000-08-22,11,77,FALSE,37.3721703333333
2000,"California","republican","George W. Bush",2000-08-25,11,74,FALSE,37.36299725
2000,"California","republican","George W. Bush",2000-09-10,8,58,FALSE,37.3270651666667
2000,"California","republican","George W. Bush",2000-09-11,8,57,FALSE,37.3977995
2000,"California","republican","George W. Bush",2000-09-20,7,48,FALSE,37.3398518888889
2000,"California","republican","George W. Bush",2000-10-08,4,30,FALSE,37.8116855
2000,"California","republican","George W. Bush",2000-10-18,3,20,FALSE,37.8709788
2000,"California","republican","George W. Bush",2000-10-23,2,15,FALSE,38.5237962857143
2000,"California","republican","George W. Bush",2000-10-30,1,8,FALSE,39.899784
2000,"California","republican","George W. Bush",2000-11-01,1,6,FALSE,41.132403
2000,"California","republican","George W. Bush",2000-11-02,1,5,FALSE,41.483626
2000,"California","republican","George W. Bush",2000-11-03,1,4,FALSE,41.384567
2000,"California","republican","George W. Bush",2000-11-04,0,3,FALSE,42.266597
2000,"California","republican","George W. Bush",2000-11-05,0,2,FALSE,42.451353
2000,"California","republican","George W. Bush",2000-11-06,0,1,FALSE,42.743904
2000,"Colorado","democrat","Al Gore",2000-02-06,39,275,TRUE,35.630243
2000,"Colorado","democrat","Al Gore",2000-03-03,36,249,TRUE,39.3175932254902
2000,"Colorado","democrat","Al Gore",2000-06-13,21,147,TRUE,37.1036139529412
2000,"Colorado","democrat","Al Gore",2000-09-06,9,62,FALSE,38.938697
2000,"Colorado","democrat","Al Gore",2000-09-07,9,61,FALSE,38.0621964615385
2000,"Colorado","democrat","Al Gore",2000-09-20,7,48,FALSE,38.8170477777778
2000,"Colorado","democrat","Al Gore",2000-09-29,6,39,FALSE,37.9035816
2000,"Colorado","democrat","Al Gore",2000-10-04,5,34,FALSE,36.6615364
2000,"Colorado","democrat","Al Gore",2000-10-24,2,14,FALSE,38.318169
2000,"Colorado","democrat","Al Gore",2000-10-25,2,13,FALSE,38.175318
2000,"Colorado","democrat","Al Gore",2000-10-26,2,12,FALSE,37.980371
2000,"Colorado","democrat","Al Gore",2000-10-27,2,11,FALSE,37.994174
2000,"Colorado","democrat","Al Gore",2000-10-28,1,10,FALSE,37.634647
2000,"Colorado","democrat","Al Gore",2000-10-29,1,9,FALSE,37.236262
2000,"Colorado","democrat","Al Gore",2000-10-30,1,8,FALSE,37.313938
2000,"Colorado","democrat","Al Gore",2000-10-31,1,7,FALSE,37.263139
2000,"Colorado","democrat","Al Gore",2000-11-01,1,6,FALSE,37.330336
2000,"Colorado","democrat","Al Gore",2000-11-02,1,5,FALSE,37.266358
2000,"Colorado","democrat","Al Gore",2000-11-03,1,4,FALSE,37.452578
2000,"Colorado","democrat","Al Gore",2000-11-04,0,3,FALSE,39.38560425
2000,"Colorado","republican","George W. Bush",2000-02-06,39,275,TRUE,42.286969
2000,"Colorado","republican","George W. Bush",2000-03-03,36,249,TRUE,47.4220670392157
2000,"Colorado","republican","George W. Bush",2000-06-13,21,147,TRUE,48.5969014588235
2000,"Colorado","republican","George W. Bush",2000-09-06,9,62,FALSE,47.077107
2000,"Colorado","republican","George W. Bush",2000-09-07,9,61,FALSE,46.7962421538462
2000,"Colorado","republican","George W. Bush",2000-09-20,7,48,FALSE,45.8126383333333
2000,"Colorado","republican","George W. Bush",2000-09-29,6,39,FALSE,45.142791
2000,"Colorado","republican","George W. Bush",2000-10-04,5,34,FALSE,45.3448627
2000,"Colorado","republican","George W. Bush",2000-10-24,2,14,FALSE,46.841324
2000,"Colorado","republican","George W. Bush",2000-10-25,2,13,FALSE,46.631019
2000,"Colorado","republican","George W. Bush",2000-10-26,2,12,FALSE,46.845914
2000,"Colorado","republican","George W. Bush",2000-10-27,2,11,FALSE,47.857222
2000,"Colorado","republican","George W. Bush",2000-10-28,1,10,FALSE,48.359053
2000,"Colorado","republican","George W. Bush",2000-10-29,1,9,FALSE,48.457302
2000,"Colorado","republican","George W. Bush",2000-10-30,1,8,FALSE,48.248353
2000,"Colorado","republican","George W. Bush",2000-10-31,1,7,FALSE,47.832048
2000,"Colorado","republican","George W. Bush",2000-11-01,1,6,FALSE,47.697784
2000,"Colorado","republican","George W. Bush",2000-11-02,1,5,FALSE,47.787961
2000,"Colorado","republican","George W. Bush",2000-11-03,1,4,FALSE,47.744284
2000,"Colorado","republican","George W. Bush",2000-11-04,0,3,FALSE,47.98219125
2000,"Connecticut","democrat","Al Gore",2000-02-15,38,266,TRUE,45.2646167659574
2000,"Connecticut","democrat","Al Gore",2000-04-18,29,203,TRUE,46.1520025652174
2000,"Connecticut","democrat","Al Gore",2000-05-11,26,180,TRUE,45.2537156153846
2000,"Connecticut","democrat","Al Gore",2000-06-19,20,141,TRUE,42.5334725714286
2000,"Connecticut","democrat","Al Gore",2000-06-26,19,134,TRUE,43.0743287619048
2000,"Connecticut","democrat","Al Gore",2000-07-17,16,113,TRUE,42.037867
2000,"Connecticut","democrat","Al Gore",2000-07-18,16,112,TRUE,41.1269975967742
2000,"Connecticut","democrat","Al Gore",2000-09-18,7,50,FALSE,45.9735519230769
2000,"Connecticut","democrat","Al Gore",2000-10-01,5,37,FALSE,46.4125908235294
2000,"Connecticut","democrat","Al Gore",2000-11-04,0,3,FALSE,49.74650675
2000,"Connecticut","republican","George W. Bush",2000-02-15,38,266,TRUE,45.0148437234043
2000,"Connecticut","republican","George W. Bush",2000-04-18,29,203,TRUE,43.1785634782609
2000,"Connecticut","republican","George W. Bush",2000-05-11,26,180,TRUE,44.0997226410256
2000,"Connecticut","republican","George W. Bush",2000-06-19,20,141,TRUE,42.9291047142857
2000,"Connecticut","republican","George W. Bush",2000-06-26,19,134,TRUE,43.2695930952381
2000,"Connecticut","republican","George W. Bush",2000-07-17,16,113,TRUE,42.28935
2000,"Connecticut","republican","George W. Bush",2000-07-18,16,112,TRUE,41.5854647096774
2000,"Connecticut","republican","George W. Bush",2000-09-18,7,50,FALSE,38.2888271538462
2000,"Connecticut","republican","George W. Bush",2000-10-01,5,37,FALSE,36.9697935
2000,"Connecticut","republican","George W. Bush",2000-11-04,0,3,FALSE,37.51948925
2000,"Delaware","democrat","Al Gore",2000-03-05,35,247,TRUE,42.6542242674419
2000,"Delaware","democrat","Al Gore",2000-05-30,23,161,TRUE,42.6508684186047
2000,"Delaware","democrat","Al Gore",2000-07-12,17,118,TRUE,40.0502388
2000,"Delaware","democrat","Al Gore",2000-08-11,13,88,TRUE,39.3349558709677
2000,"Delaware","democrat","Al Gore",2000-09-11,8,57,FALSE,42.4092798888889
2000,"Delaware","democrat","Al Gore",2000-09-20,7,48,FALSE,44.3937093
2000,"Delaware","democrat","Al Gore",2000-09-30,5,38,FALSE,45.330043
2000,"Delaware","democrat","Al Gore",2000-10-05,5,33,FALSE,45.599621
2000,"Delaware","democrat","Al Gore",2000-10-23,2,15,FALSE,47.176160125
2000,"Delaware","democrat","Al Gore",2000-10-31,1,7,FALSE,46.160926
2000,"Delaware","democrat","Al Gore",2000-11-01,1,6,FALSE,45.2218204285714
2000,"Delaware","republican","George W. Bush",2000-03-05,35,247,TRUE,53.3407911046512
2000,"Delaware","republican","George W. Bush",2000-05-30,23,161,TRUE,51.3846560465116
2000,"Delaware","republican","George W. Bush",2000-07-12,17,118,TRUE,46.7396083333333
2000,"Delaware","republican","George W. Bush",2000-08-11,13,88,FALSE,47.963881
2000,"Delaware","republican","George W. Bush",2000-09-11,8,57,FALSE,45.1568646666667
2000,"Delaware","republican","George W. Bush",2000-09-20,7,48,FALSE,41.7400263
2000,"Delaware","republican","George W. Bush",2000-09-30,5,38,FALSE,40.7683672
2000,"Delaware","republican","George W. Bush",2000-10-05,5,33,FALSE,41.2251581111111
2000,"Delaware","republican","George W. Bush",2000-10-23,2,15,FALSE,42.81128975
2000,"Delaware","republican","George W. Bush",2000-10-31,1,7,FALSE,43.50226
2000,"Delaware","republican","George W. Bush",2000-11-01,1,6,FALSE,44.2631551428571
2000,"District of Columbia","democrat","Al Gore",2000-09-20,7,48,FALSE,72.6836456734694
2000,"District of Columbia","republican","George W. Bush",2000-09-20,7,48,FALSE,14.1309461836735
2000,"Florida","democrat","Al Gore",2000-03-02,36,250,TRUE,44.8159906666667
2000,"Florida","democrat","Al Gore",2000-03-08,35,244,TRUE,42.0101783448276
2000,"Florida","democrat","Al Gore",2000-04-06,31,215,TRUE,42.7671457575758
2000,"Florida","democrat","Al Gore",2000-05-09,26,182,TRUE,42.0622874827586
2000,"Florida","democrat","Al Gore",2000-06-07,22,153,TRUE,41.5916401052632
2000,"Florida","democrat","Al Gore",2000-06-26,19,134,TRUE,41.580912625
2000,"Florida","democrat","Al Gore",2000-07-12,17,118,TRUE,41.8669989142857
2000,"Florida","democrat","Al Gore",2000-08-16,12,83,TRUE,40.3092904615385
2000,"Florida","democrat","Al Gore",2000-09-11,8,57,FALSE,41.628511
2000,"Florida","democrat","Al Gore",2000-09-12,8,56,FALSE,41.7885021428571
2000,"Florida","democrat","Al Gore",2000-09-20,7,48,FALSE,42.4142622666667
2000,"Florida","democrat","Al Gore",2000-10-05,5,33,FALSE,42.516327
2000,"Florida","democrat","Al Gore",2000-10-06,5,32,FALSE,43.191709
2000,"Florida","democrat","Al Gore",2000-10-07,4,31,FALSE,43.5066814444444
2000,"Florida","democrat","Al Gore",2000-10-16,3,22,FALSE,44.03876
2000,"Florida","democrat","Al Gore",2000-10-18,3,20,FALSE,44.39391
2000,"Florida","democrat","Al Gore",2000-10-23,2,15,FALSE,43.464242
2000,"Florida","democrat","Al Gore",2000-10-24,2,14,FALSE,45.150635
2000,"Florida","democrat","Al Gore",2000-10-26,2,12,FALSE,45.188963
2000,"Florida","democrat","Al Gore",2000-10-27,2,11,FALSE,45.617952
2000,"Florida","democrat","Al Gore",2000-10-28,1,10,FALSE,45.865034
2000,"Florida","democrat","Al Gore",2000-10-29,1,9,FALSE,45.91034
2000,"Florida","democrat","Al Gore",2000-10-30,1,8,FALSE,45.86488
2000,"Florida","democrat","Al Gore",2000-10-31,1,7,FALSE,45.7417415
2000,"Florida","democrat","Al Gore",2000-11-02,1,5,FALSE,45.884926
2000,"Florida","democrat","Al Gore",2000-11-03,1,4,FALSE,45.883952
2000,"Florida","democrat","Al Gore",2000-11-04,0,3,FALSE,46.550703
2000,"Florida","democrat","Al Gore",2000-11-05,0,2,FALSE,47.024501
2000,"Florida","democrat","Al Gore",2000-11-06,0,1,FALSE,47.174946
2000,"Florida","republican","George W. Bush",2000-03-02,36,250,TRUE,49.2859615
2000,"Florida","republican","George W. Bush",2000-03-08,35,244,TRUE,47.983789137931
2000,"Florida","republican","George W. Bush",2000-04-06,31,215,TRUE,48.0432413636364
2000,"Florida","republican","George W. Bush",2000-05-09,26,182,TRUE,47.7734279655172
2000,"Florida","republican","George W. Bush",2000-06-07,22,153,TRUE,47.7380026842105
2000,"Florida","republican","George W. Bush",2000-06-26,19,134,TRUE,48.1245429375
2000,"Florida","republican","George W. Bush",2000-07-12,17,118,TRUE,47.5807830857143
2000,"Florida","republican","George W. Bush",2000-08-16,12,83,FALSE,47.8222646923077
2000,"Florida","republican","George W. Bush",2000-09-11,8,57,FALSE,46.33356875
2000,"Florida","republican","George W. Bush",2000-09-12,8,56,FALSE,46.0794978
2000,"Florida","republican","George W. Bush",2000-09-20,7,48,FALSE,44.0338310666667
2000,"Florida","republican","George W. Bush",2000-10-05,5,33,FALSE,44.452089
2000,"Florida","republican","George W. Bush",2000-10-06,5,32,FALSE,44.14764
2000,"Florida","republican","George W. Bush",2000-10-07,4,31,FALSE,44.7969262222222
2000,"Florida","republican","George W. Bush",2000-10-16,3,22,FALSE,45.1041055
2000,"Florida","republican","George W. Bush",2000-10-18,3,20,FALSE,44.5588826
2000,"Florida","republican","George W. Bush",2000-10-23,2,15,FALSE,44.91241
2000,"Florida","republican","George W. Bush",2000-10-24,2,14,FALSE,44.5451165
2000,"Florida","republican","George W. Bush",2000-10-26,2,12,FALSE,44.99509
2000,"Florida","republican","George W. Bush",2000-10-27,2,11,FALSE,44.746692
2000,"Florida","republican","George W. Bush",2000-10-28,1,10,FALSE,44.546944
2000,"Florida","republican","George W. Bush",2000-10-29,1,9,FALSE,44.679262
2000,"Florida","republican","George W. Bush",2000-10-30,1,8,FALSE,44.465368
2000,"Florida","republican","George W. Bush",2000-10-31,1,7,FALSE,44.764464
2000,"Florida","republican","George W. Bush",2000-11-01,1,6,FALSE,44.746663
2000,"Florida","republican","George W. Bush",2000-11-02,1,5,FALSE,44.920605
2000,"Florida","republican","George W. Bush",2000-11-03,1,4,FALSE,45.096665
2000,"Florida","republican","George W. Bush",2000-11-04,0,3,FALSE,45.492762
2000,"Florida","republican","George W. Bush",2000-11-05,0,2,FALSE,45.695946
2000,"Florida","republican","George W. Bush",2000-11-06,0,1,FALSE,45.757136
2000,"Georgia","democrat","Al Gore",2000-03-01,36,251,TRUE,38.3559479275362
2000,"Georgia","democrat","Al Gore",2000-05-10,26,181,TRUE,39.1000227723577
2000,"Georgia","democrat","Al Gore",2000-09-10,8,58,FALSE,39.3168305
2000,"Georgia","democrat","Al Gore",2000-09-20,7,48,FALSE,39.6192833076923
2000,"Georgia","democrat","Al Gore",2000-10-03,5,35,FALSE,38.8624235
2000,"Georgia","democrat","Al Gore",2000-10-09,4,29,FALSE,39.3773382
2000,"Georgia","democrat","Al Gore",2000-10-14,3,24,FALSE,39.8572838888889
2000,"Georgia","democrat","Al Gore",2000-10-23,2,15,FALSE,39.972227
2000,"Georgia","democrat","Al Gore",2000-10-31,1,7,FALSE,39.287006
2000,"Georgia","democrat","Al Gore",2000-11-04,0,3,FALSE,40.53993925
2000,"Georgia","republican","George W. Bush",2000-03-01,36,251,TRUE,48.6967290724638
2000,"Georgia","republican","George W. Bush",2000-05-10,26,181,TRUE,47.4416426178862
2000,"Georgia","republican","George W. Bush",2000-09-10,8,58,FALSE,47.0758455
2000,"Georgia","republican","George W. Bush",2000-09-20,7,48,FALSE,46.9334399230769
2000,"Georgia","republican","George W. Bush",2000-10-03,5,35,FALSE,47.979105
2000,"Georgia","republican","George W. Bush",2000-10-09,4,29,FALSE,48.1308432
2000,"Georgia","republican","George W. Bush",2000-10-14,3,24,FALSE,48.0727635555556
2000,"Georgia","republican","George W. Bush",2000-10-23,2,15,FALSE,49.030185125
2000,"Georgia","republican","George W. Bush",2000-10-31,1,7,FALSE,50.10800875
2000,"Georgia","republican","George W. Bush",2000-11-04,0,3,FALSE,50.68194225
2000,"Hawaii","democrat","Al Gore",2000-05-09,26,182,TRUE,45.1105616767677
2000,"Hawaii","democrat","Al Gore",2000-08-16,12,83,TRUE,40.2899837083333
2000,"Hawaii","democrat","Al Gore",2000-09-09,8,59,FALSE,44.6762411818182
2000,"Hawaii","democrat","Al Gore",2000-09-20,7,48,FALSE,49.7041092647059
2000,"Hawaii","democrat","Al Gore",2000-10-24,2,14,FALSE,51.1622405454545
2000,"Hawaii","democrat","Al Gore",2000-11-04,0,3,FALSE,52.083075
2000,"Hawaii","republican","George W. Bush",2000-05-09,26,182,TRUE,37.0771214646465
2000,"Hawaii","republican","George W. Bush",2000-08-16,12,83,FALSE,38.452089625
2000,"Hawaii","republican","George W. Bush",2000-09-09,8,59,FALSE,36.7379209090909
2000,"Hawaii","republican","George W. Bush",2000-09-20,7,48,FALSE,33.6624787941176
2000,"Hawaii","republican","George W. Bush",2000-10-24,2,14,FALSE,32.1369994545455
2000,"Hawaii","republican","George W. Bush",2000-11-04,0,3,FALSE,34.64373725
2000,"Idaho","democrat","Al Gore",2000-01-25,41,287,TRUE,26.514109480198
2000,"Idaho","democrat","Al Gore",2000-09-20,7,48,FALSE,29.11425896875
2000,"Idaho","democrat","Al Gore",2000-10-22,2,16,FALSE,27.08517625
2000,"Idaho","democrat","Al Gore",2000-10-26,2,12,FALSE,27.6792394444444
2000,"Idaho","democrat","Al Gore",2000-11-04,0,3,FALSE,26.8588915
2000,"Idaho","republican","George W. Bush",2000-01-25,41,287,TRUE,54.3319172821782
2000,"Idaho","republican","George W. Bush",2000-09-20,7,48,FALSE,53.5667526875
2000,"Idaho","republican","George W. Bush",2000-10-22,2,16,FALSE,57.699605
2000,"Idaho","republican","George W. Bush",2000-10-26,2,12,FALSE,57.6852562222222
2000,"Idaho","republican","George W. Bush",2000-11-04,0,3,FALSE,60.8521195
2000,"Illinois","democrat","Al Gore",2000-02-27,36,254,TRUE,44.8001114418605
2000,"Illinois","democrat","Al Gore",2000-04-14,30,207,TRUE,43.79441772
2000,"Illinois","democrat","Al Gore",2000-05-09,26,182,TRUE,42.88033071875
2000,"Illinois","democrat","Al Gore",2000-06-10,21,150,TRUE,42.80608203125
2000,"Illinois","democrat","Al Gore",2000-07-12,17,118,TRUE,42.1554466363636
2000,"Illinois","democrat","Al Gore",2000-07-23,15,107,TRUE,42.013763
2000,"Illinois","democrat","Al Gore",2000-08-14,12,85,TRUE,43.1762725
2000,"Illinois","democrat","Al Gore",2000-09-07,9,61,FALSE,44.3225811666667
2000,"Illinois","democrat","Al Gore",2000-09-13,8,55,FALSE,44.842012
2000,"Illinois","democrat","Al Gore",2000-09-17,7,51,FALSE,45.54891875
2000,"Illinois","democrat","Al Gore",2000-09-21,7,47,FALSE,47.7311642777778
2000,"Illinois","democrat","Al Gore",2000-10-09,4,29,FALSE,45.95114475
2000,"Illinois","democrat","Al Gore",2000-10-10,4,28,FALSE,45.709741
2000,"Illinois","democrat","Al Gore",2000-10-14,3,24,FALSE,45.7491733333333
2000,"Illinois","democrat","Al Gore",2000-10-17,3,21,FALSE,45.6528481666667
2000,"Illinois","democrat","Al Gore",2000-10-23,2,15,FALSE,45.179158
2000,"Illinois","democrat","Al Gore",2000-10-24,2,14,FALSE,45.006011
2000,"Illinois","democrat","Al Gore",2000-10-26,2,12,FALSE,43.98865
2000,"Illinois","democrat","Al Gore",2000-10-27,2,11,FALSE,44.110187
2000,"Illinois","democrat","Al Gore",2000-10-28,1,10,FALSE,44.38654
2000,"Illinois","democrat","Al Gore",2000-10-29,1,9,FALSE,44.351624
2000,"Illinois","democrat","Al Gore",2000-10-30,1,8,FALSE,44.66048
2000,"Illinois","democrat","Al Gore",2000-10-31,1,7,FALSE,44.632958
2000,"Illinois","democrat","Al Gore",2000-11-01,1,6,FALSE,44.854813
2000,"Illinois","democrat","Al Gore",2000-11-02,1,5,FALSE,44.954932
